Finding_ID,Title,Description,Risk_Level,Category,CVSS_Score,Evidence,Mitigation,Status,Created_Date,Assigned_To
69120ed6bb4f4be5ac4c1e37,Writable PATH Directory: c:\Users\user\.vscode\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\scripts\noConfigScripts,Directory in system PATH is writable: c:\Users\user\.vscode\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\scripts\noConfigScripts. This enables DLL hijacking attacks.,critical,dll_hijacking,8.8,Directory c:\Users\user\.vscode\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\scripts\noConfigScripts is writable by current user,Remove write permissions from system PATH directory: c:\Users\user\.vscode\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\scripts\noConfigScripts,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e38,Writable Application Directory: C:\Users\Public,Application directory is writable: C:\Users\Public,medium,dll_hijacking,5.5,Directory C:\Users\Public is writable,Restrict write permissions on application directory,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e39,Writable Application Directory: C:\Windows\Temp,Application directory is writable: C:\Windows\Temp,medium,dll_hijacking,5.5,Directory C:\Windows\Temp is writable,Restrict write permissions on application directory,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3a,Unquoted Task Path: \BlueStacksHelper_nxt,Scheduled task '\BlueStacksHelper_nxt' has unquoted path in command,medium,scheduled_tasks,5.0,Command: C:\Program Files\BlueStacks_nxt\BlueStacksHelper.exe -sr,Add quotes to task command path: C:\Program Files\BlueStacks_nxt\BlueStacksHelper.exe -sr,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3b,Unquoted Task Path: \OneDrive Reporting Task-S-1-5-21-3532264218-3268431099-1864419922-1001,Scheduled task '\OneDrive Reporting Task-S-1-5-21-3532264218-3268431099-1864419922-1001' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %localappdata%\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe /reporting,Add quotes to task command path: %localappdata%\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe /reporting,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3c,Unquoted Task Path: \OneDrive Startup Task-S-1-5-21-3532264218-3268431099-1864419922-1001,Scheduled task '\OneDrive Startup Task-S-1-5-21-3532264218-3268431099-1864419922-1001' has unquoted path in command,medium,scheduled_tasks,5.0,Command: C:\Users\user\AppData\Local\Microsoft\OneDrive\25.194.1005.0003_1\OneDriveLauncher.exe /startInstances,Add quotes to task command path: C:\Users\user\AppData\Local\Microsoft\OneDrive\25.194.1005.0003_1\OneDriveLauncher.exe /startInstances,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3d,Unquoted Task Path: \Hewlett-Packard\HP Support Assistant\HP Support Assistant Update Notice,Scheduled task '\Hewlett-Packard\HP Support Assistant\HP Support Assistant Update Notice' has unquoted path in command,medium,scheduled_tasks,5.0,Command: C:\Program Files (x86)\HP\HP Support Framework\Resources\BingPopup\BingPopup.exe /show,Add quotes to task command path: C:\Program Files (x86)\HP\HP Support Framework\Resources\BingPopup\BingPopup.exe /show,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3e,Unquoted Task Path: \Hewlett-Packard\HP Support Assistant\WarrantyChecker_DeviceScan,Scheduled task '\Hewlett-Packard\HP Support Assistant\WarrantyChecker_DeviceScan' has unquoted path in command,medium,scheduled_tasks,5.0,Command: C:\Program Files (x86)\HP\HP Support Framework\Resources\HPWarrantyCheck\HPWarrantyChecker.exe /DeviceScanR6,Add quotes to task command path: C:\Program Files (x86)\HP\HP Support Framework\Resources\HPWarrantyCheck\HPWarrantyChecker.exe /DeviceScanR6,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e3f,Scheduled Task Running as SYSTEM: \Microsoft\Office\Office 15 Subscription Heartbeat,Scheduled task '\Microsoft\Office\Office 15 Subscription Heartbeat' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Office\Office 15 Subscription Heartbeat,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e40,Unquoted Task Path: \Microsoft\Office\Office 15 Subscription Heartbeat,Scheduled task '\Microsoft\Office\Office 15 Subscription Heartbeat' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %ProgramFiles%\Common Files\Microsoft Shared\Office16\OLicenseHeartbeat.exe,Add quotes to task command path: %ProgramFiles%\Common Files\Microsoft Shared\Office16\OLicenseHeartbeat.exe,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e41,Scheduled Task Running as SYSTEM: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e42,Unquoted Task Path: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e43,Scheduled Task Running as SYSTEM: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e44,Unquoted Task Path: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e45,Scheduled Task Running as SYSTEM: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e46,Unquoted Task Path: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64 Critical' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e47,Scheduled Task Running as SYSTEM: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e48,Unquoted Task Path: \Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical,Scheduled task '\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 Critical' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e49,Unquoted Task Path: \Microsoft\Windows\AccountHealth\RecoverabilityToastTask,Scheduled task '\Microsoft\Windows\AccountHealth\RecoverabilityToastTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4a,Unquoted Task Path: \Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),Scheduled task '\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4b,Unquoted Task Path: \Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated),Scheduled task '\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4c,Unquoted Task Path: \Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual),Scheduled task '\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4d,Scheduled Task Running as SYSTEM: \Microsoft\Windows\AppID\PolicyConverter,Scheduled task '\Microsoft\Windows\AppID\PolicyConverter' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\AppID\PolicyConverter,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4e,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Application Experience\MareBackup,Scheduled task '\Microsoft\Windows\Application Experience\MareBackup' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Application Experience\MareBackup,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e4f,Unquoted Task Path: \Microsoft\Windows\Application Experience\MareBackup,Scheduled task '\Microsoft\Windows\Application Experience\MareBackup' has unquoted path in command,medium,scheduled_tasks,5.0,Command: Multiple actions,Add quotes to task command path: Multiple actions,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e50,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp,Scheduled task '\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e51,Unquoted Task Path: \Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp,Scheduled task '\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser Exp' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %windir%\system32\compattelrunner.exe -m:appraiser.dll -f:DoScheduledTelemetryRun express,Add quotes to task command path: %windir%\system32\compattelrunner.exe -m:appraiser.dll -f:DoScheduledTelemetryRun express,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e52,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Application Experience\PcaPatchDbTask,Scheduled task '\Microsoft\Windows\Application Experience\PcaPatchDbTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Application Experience\PcaPatchDbTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e53,Unquoted Task Path: \Microsoft\Windows\Application Experience\PcaPatchDbTask,Scheduled task '\Microsoft\Windows\Application Experience\PcaPatchDbTask' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaPatchSdbTask","Add quotes to task command path: %windir%\system32\rundll32.exe %windir%\system32\PcaSvc.dll,PcaPatchSdbTask",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e54,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Scheduled task '\Microsoft\Windows\Application Experience\SdbinstMergeDbTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e55,Unquoted Task Path: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Scheduled task '\Microsoft\Windows\Application Experience\SdbinstMergeDbTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %windir%\system32\sdbinst.exe -mm,Add quotes to task command path: %windir%\system32\sdbinst.exe -mm,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e56,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Scheduled task '\Microsoft\Windows\Application Experience\SdbinstMergeDbTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e57,Unquoted Task Path: \Microsoft\Windows\Application Experience\SdbinstMergeDbTask,Scheduled task '\Microsoft\Windows\Application Experience\SdbinstMergeDbTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %windir%\system32\sdbinst.exe -mm,Add quotes to task command path: %windir%\system32\sdbinst.exe -mm,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e58,Unquoted Task Path: \Microsoft\Windows\Application Experience\StartupAppTask,Scheduled task '\Microsoft\Windows\Application Experience\StartupAppTask' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe Startupscan.dll,SusRunTask","Add quotes to task command path: %windir%\system32\rundll32.exe Startupscan.dll,SusRunTask",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e59,Scheduled Task Running as SYSTEM: \Microsoft\Windows\ApplicationData\CleanupTemporaryState,Scheduled task '\Microsoft\Windows\ApplicationData\CleanupTemporaryState' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\ApplicationData\CleanupTemporaryState,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5a,Unquoted Task Path: \Microsoft\Windows\ApplicationData\CleanupTemporaryState,Scheduled task '\Microsoft\Windows\ApplicationData\CleanupTemporaryState' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState","Add quotes to task command path: %windir%\system32\rundll32.exe Windows.Storage.ApplicationData.dll,CleanupTemporaryState",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5b,Scheduled Task Running as SYSTEM: \Microsoft\Windows\ApplicationData\DsSvcCleanup,Scheduled task '\Microsoft\Windows\ApplicationData\DsSvcCleanup' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\ApplicationData\DsSvcCleanup,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5c,Unquoted Task Path: \Microsoft\Windows\AppListBackup\Backup,Scheduled task '\Microsoft\Windows\AppListBackup\Backup' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5d,Unquoted Task Path: \Microsoft\Windows\AppListBackup\BackupNonMaintenance,Scheduled task '\Microsoft\Windows\AppListBackup\BackupNonMaintenance' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5e,Scheduled Task Running as SYSTEM: \Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,Scheduled task '\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e5f,Unquoted Task Path: \Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup,Scheduled task '\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask","Add quotes to task command path: %windir%\system32\rundll32.exe %windir%\system32\AppxDeploymentClient.dll,AppxPreStageCleanupRunTask",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e60,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Autochk\Proxy,Scheduled task '\Microsoft\Windows\Autochk\Proxy' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Autochk\Proxy,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e61,Unquoted Task Path: \Microsoft\Windows\Autochk\Proxy,Scheduled task '\Microsoft\Windows\Autochk\Proxy' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations","Add quotes to task command path: %windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e62,Unquoted Task Path: \Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives,Scheduled task '\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e63,Unquoted Task Path: \Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh,Scheduled task '\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e64,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Bluetooth\UninstallDeviceTask,Scheduled task '\Microsoft\Windows\Bluetooth\UninstallDeviceTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Bluetooth\UninstallDeviceTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e65,Unquoted Task Path: \Microsoft\Windows\Bluetooth\UninstallDeviceTask,Scheduled task '\Microsoft\Windows\Bluetooth\UninstallDeviceTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: BthUdTask.exe $(Arg0),Add quotes to task command path: BthUdTask.exe $(Arg0),open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e66,Scheduled Task Running as SYSTEM: \Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,Scheduled task '\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e67,Unquoted Task Path: \Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask,Scheduled task '\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e68,Scheduled Task Running as SYSTEM: \Microsoft\Windows\capabilityaccessmanager\maintenancetasks,Scheduled task '\Microsoft\Windows\capabilityaccessmanager\maintenancetasks' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\capabilityaccessmanager\maintenancetasks,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e69,Unquoted Task Path: \Microsoft\Windows\capabilityaccessmanager\maintenancetasks,Scheduled task '\Microsoft\Windows\capabilityaccessmanager\maintenancetasks' has unquoted path in command,medium,scheduled_tasks,5.0,"Command: %windir%\system32\rundll32.exe %windir%\system32\CapabilityAccessManager.dll,CapabilityAccessManagerDoStoreMaintenance","Add quotes to task command path: %windir%\system32\rundll32.exe %windir%\system32\CapabilityAccessManager.dll,CapabilityAccessManagerDoStoreMaintenance",open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6a,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6b,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6c,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6d,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6e,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask-Roam' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e6f,Unquoted Task Path: \Microsoft\Windows\CertificateServicesClient\UserTask-Roam,Scheduled task '\Microsoft\Windows\CertificateServicesClient\UserTask-Roam' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e70,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Chkdsk\ProactiveScan,Scheduled task '\Microsoft\Windows\Chkdsk\ProactiveScan' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Chkdsk\ProactiveScan,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e71,Unquoted Task Path: \Microsoft\Windows\Chkdsk\ProactiveScan,Scheduled task '\Microsoft\Windows\Chkdsk\ProactiveScan' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e72,Scheduled Task Running as SYSTEM: \Microsoft\Windows\Chkdsk\SyspartRepair,Scheduled task '\Microsoft\Windows\Chkdsk\SyspartRepair' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\Chkdsk\SyspartRepair,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e73,Unquoted Task Path: \Microsoft\Windows\Chkdsk\SyspartRepair,Scheduled task '\Microsoft\Windows\Chkdsk\SyspartRepair' has unquoted path in command,medium,scheduled_tasks,5.0,Command: %windir%\system32\bcdboot.exe %windir% /sysrepair,Add quotes to task command path: %windir%\system32\bcdboot.exe %windir% /sysrepair,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e74,Scheduled Task Running as SYSTEM: \Microsoft\Windows\CloudExperienceHost\CreateObjectTask,Scheduled task '\Microsoft\Windows\CloudExperienceHost\CreateObjectTask' runs with SYSTEM privileges,high,scheduled_tasks,7.0,Run As User: SYSTEM,Review and downgrade privileges for task: \Microsoft\Windows\CloudExperienceHost\CreateObjectTask,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e75,Unquoted Task Path: \Microsoft\Windows\CloudExperienceHost\CreateObjectTask,Scheduled task '\Microsoft\Windows\CloudExperienceHost\CreateObjectTask' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e76,Unquoted Task Path: \Microsoft\Windows\CloudRestore\Backup,Scheduled task '\Microsoft\Windows\CloudRestore\Backup' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e77,Unquoted Task Path: \Microsoft\Windows\CloudRestore\Backup,Scheduled task '\Microsoft\Windows\CloudRestore\Backup' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
69120ed6bb4f4be5ac4c1e78,Unquoted Task Path: \Microsoft\Windows\CloudRestore\Restore,Scheduled task '\Microsoft\Windows\CloudRestore\Restore' has unquoted path in command,medium,scheduled_tasks,5.0,Command: COM handler,Add quotes to task command path: COM handler,open,2025-11-10 19:12:06,6912027fca1d6c3522110e11
